ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
7223;~X~157223;9;Stainless Steel Wire;wire of stainless steel.;Fios de a‡o inoxid vel;m;1;1
7224;~X~157224;9;Other Semi-finished Steel Products;"other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel.";Outras ligas de a‡o, em lingotes ou outras formas prim rias;f;1;1
7225;~X~157225;9;Large Flat-Rolled Steel;flat-rolled products of other alloy steel, of a width of 600 mm or more.;Produtos laminados largos de a‡o;m;1;1
7226;~X~157226;9;Narrow Flat-Rolled Steel;flat-rolled products of other alloy steel, of a width of less than 600 mm.;Produtos laminados estreitos de a‡o;m;1;1
7227;~X~157227;9;Steel Bars;bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel.;Barras de a‡o;f;1;1
7228;~X~157228;9;Other Steel Bars;"other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel.";Outras barras de a‡o;f;1;1
7229;~X~157229;9;Steel Wire;wire of other alloy steel.;Fios de a‡o;m;1;1
7301;~X~1573;7;Iron or Steel Products;articles of iron or steel;Artigos de ferro ou a‡o;m;1;1
7301;~X~157301;9;Iron Sheet Piling;"sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel.";Estacas-pranchas de ferro ou a‡o;f;1;1
7302;~X~157302;9;Iron Railway Products;railway or tramway track construction material of iron or steel, the following : rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates;Artigos de vias f‚rreas de ferro ou a‡o;m;1;1
7303;~X~157303;9;Cast Iron Pipes;tubes, pipes and hollow profiles, of cast iron.;Tubos de ferro fundido;m;1;1
7304;~X~157304;9;Iron Pipes;tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel.;Tubos de ferro ou a‡o;m;1;1
7305;~X~157305;9;Other Large Iron Pipes;other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4 mm, of iron or steel.;Outros tubos largos de ferro ou a‡o;m;1;1
7306;~X~157306;9;Other Small Iron Pipes;other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.;Outros tubos estreitos de ferro ou a‡o;m;1;1
7307;~X~157307;9;Iron Pipe Fittings;tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.;Acess¢rios para tubos de ferro ou a‡o;m;1;1
7308;~X~157308;9;Iron Structures;structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors,;Estruturas de ferro ou a‡o;f;1;1
7309;~X~157309;9;Large Iron Containers;reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.;Reservat¢rios grandes de ferro ou a‡o;m;1;1
7310;~X~157310;9;Small Iron Containers;tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equi;Reservat¢rios pequenos de ferro ou a‡o;m;1;1
7311;~X~157311;9;Iron Gas Containers;containers for compressed or liquefied gas, of iron or steel.;Recipientes para gases de ferro ou a‡o;m;1;1
7312;~X~157312;9;Stranded Iron Wire;stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.;Cabos de ferro ou a‡o nÆo isolados;m;1;1
7313;~X~157313;9;Barbed Wire;"barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.";Arame farpado;m;0;1
7314;~X~157314;9;Iron Cloth;"cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.";Telas met licas;f;1;1
7315;~X~157315;9;Iron Chains;chain and parts thereof, of iron or steel.;Correntes de ferro ou a‡o;f;1;1
7316;~X~157316;9;Iron Acnhors;anchors, grapnels and parts thereof, of iron or steel.;¶ncoras de ferro ou a‡o;f;1;1
7317;~X~157317;9;Iron Nails;nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 83.05) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper.;Pregos de ferro ou a‡o;m;1;1
7318;~X~157318;9;Iron Fasteners;screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.;Parafusos de ferro ou a‡o;m;1;1
7319;~X~157319;9;Iron Sewing Needles;"sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.";Agulhas de costura de ferro ou a‡o;f;1;1
7320;~X~157320;9;Iron Springs;springs and leaves for springs, of iron or steel.;Molas de ferro ou a‡o;f;1;1
7321;~X~157321;9;Iron Stovetops;stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.;Fogäes de ferro ou a‡o;m;1;1
7322;~X~157322;9;Iron Radiators;"radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-d";Radiadores de ferro ou a‡o;m;1;1
7323;~X~157323;9;Iron Housewares;"table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.";Utens¡lios dom‚sticos de ferro ou a‡o;m;1;1
7324;~X~157324;9;Iron Toiletry;sanitary ware and parts thereof, of iron or steel.;Artefatos de higiene de ferro ou a‡o;m;1;1
7325;~X~157325;9;Other Cast Iron Products;other cast articles of iron or steel.;Outros produtos de ferro fundido ou a‡o;m;1;1
7326;~X~157326;9;Other Iron Products;other articles of iron or steel.;Outros produtos de ferro ou a‡o;m;1;1
7401;~X~1574;7;Copper;copper and articles thereof;Cobre;m;0;1
7401;~X~157401;9;Precipitated Copper;"copper mattes; cement copper (precipitated copper).";Mates de cobre;m;1;1
7402;~X~157402;9;Raw Copper;"unrefined copper; copper anodes for electrolytic refining.";Cobre nÆo refinado;m;0;1
7403;~X~157403;9;Refined Copper;refined copper and copper alloys, unwrought.;Cobre refinado;m;0;1
7404;~X~157404;9;Scrap Copper;copper waste and scrap.;Res¡duos de cobre;m;1;1
7405;~X~157405;9;Copper Alloys;master alloys of copper.;Ligas de cobre;f;1;1
7406;~X~157406;9;Copper Powder;copper powders and flakes.;P¢ e escamas de cobre;m;0;1
7407;~X~157407;9;Copper Bars;copper bars, rods and profiles.;Barras e perfis de cobre;f;1;1
7408;~X~157408;9;Copper Wire;copper wire.;Fios de cobre;m;1;1
7409;~X~157409;9;Copper Plating;copper plates, sheets and strip, of a thickness exceeding 0.15 mm.;Chapas e tiras de cobre;f;1;1
7410;~X~157410;9;Copper Foil;copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15 mm.;Folhas e tiras de cobre;f;1;1
7411;~X~157411;9;Copper Pipes;copper tubes and pipes.;Tubos de cobre;m;1;1
7412;~X~157412;9;Copper Pipe Fittings;copper tube or pipe fittings (for example, couplings, elbows, sleeves).;Acess¢rios para tubos de cobre;m;1;1
7413;~X~157413;9;Stranded Copper Wire;stranded wire, cables, plaited bands and the like, of copper, not electrically insulated.;Cabos nÆo isolados de cobre;m;1;1
7414;~X~157414;9;Endless Copper Wire Bands;Endless bands of copper wire for machinery;Telas distendidas de cobre;f;1;1
7415;~X~157415;9;Copper Fasteners;"nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and simila";Pregos de cobre;m;1;1
7416;~X~157416;9;Copper Springs;Copper springs;Molas de cobre;f;1;1
7417;~X~157417;9;Copper Stovetops;Copper cooking, heating apparatus, non-electric, part;Fogäes de cobre;m;1;1
7418;~X~157418;9;Copper Housewares;"table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper.";Utens¡lios dom‚sticos de cobre;m;1;1
7419;~X~157419;9;Other Copper Products;other articles of copper.;Outros artefatos de cobre;m;1;1
7501;~X~1575;7;Nickel;nickel and articles thereof;N¡quel;m;0;1
7501;~X~157501;9;Nickel Mattes;nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy.;Mates de n¡quel;m;1;1
7502;~X~157502;9;Raw Nickel;unwrought nickel.;N¡quel bruto;m;0;1
7503;~X~157503;9;Scrap Nickel;nickel waste and scrap.;Res¡duos de n¡quel;m;1;1
7504;~X~157504;9;Nickel Powder;nickel powders and flakes.;P¢ e escamas de n¡quel;m;0;1
7505;~X~157505;9;Nickel Bars;nickel bars, rods, profiles and wire.;Barras e perfis de n¡quel;f;1;1
7506;~X~157506;9;Nickel Sheets;nickel plates, sheets, strip and foil.;Chapas de n¡quel;f;1;1
7507;~X~157507;9;Nickel Pipes;nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).;Tubos de n¡quel;m;1;1
7508;~X~157508;9;Other Nickel Products;other articles of nickel.;Outros artefatos de n¡quel;m;1;1
7601;~X~1576;7;Aluminium;Aluminium and articles thereof;Alum¡nio;m;0;1
7601;~X~157601;9;Raw Aluminium;unwrought Aluminium.;Alum¡nio bruto;m;0;1
7602;~X~157602;9;Scrap Aluminium;Aluminium waste and scrap.;Res¡duos de alum¡nio;m;1;1
7603;~X~157603;9;Aluminium Powder;Aluminium powders and flakes.;P¢ e escamas de alum¡nio;m;0;1
7604;~X~157604;9;Aluminium Bars;Aluminium bars, rods and profiles.;Barras e perfis de alum¡nio;f;1;1
7605;~X~157605;9;Aluminium Wire;Aluminium wire.;Fios de alum¡nio;m;1;1
7606;~X~157606;9;Aluminium Plating;Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm.;Chapas de alum¡nio;f;1;1
7607;~X~157607;9;Aluminium Foil;Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.;Folhas de alum¡nio;f;1;1
7608;~X~157608;9;Aluminium Pipes;Aluminium tubes and pipes.;Tubos de alum¡nio;m;1;1
7609;~X~157609;9;Aluminium Pipe Fittings;Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).;Acess¢rios para tubos de alum¡nio;m;1;1
7610;~X~157610;9;Aluminium Structures;Aluminium structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, bal;Estruturas de alum¡nio;f;1;1
7611;~X~157611;9;Large Aluminium Containers;Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.;Reservat¢rios de alum¡nio grandes;m;1;1
7612;~X~157612;9;Aluminium Cans;Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not f;Reservat¢rios de alum¡nio pequenos;m;1;1
7613;~X~157613;9;Aluminium Gas Containers;Aluminium containers for compressed or liquefied gas.;Recipientes de alum¡nio para gases;m;1;1
7614;~X~157614;9;Stranded Aluminium Wire;stranded wire, cables, plaited bands and the like, of Aluminium, not electrically insulated.;Cabos nÆo isolados de alum¡nio;m;1;1
7615;~X~157615;9;Aluminium Housewares;"table, kitchen or other household articles and parts thereof, of Aluminium; pot scourers and scouring or polishing pads, gloves and the like, of Aluminium; sanitary ware and parts thereof, of Aluminium.";Utens¡lios dom‚sticos de alum¡nio;m;1;1
7616;~X~157616;9;Other Aluminium Products;other articles of Aluminium.;Outros artefatos de alum¡nio;m;1;1
7801;~X~1578;7;Lead;lead and articles thereof;Chumbo;m;0;1
7801;~X~157801;9;Raw Lead;unwrought lead.;Chumbo bruto;m;0;1
7802;~X~157802;9;Scrap Lead;lead waste and scrap.;Res¡duos de chumbo;m;1;1
7803;~X~157803;9;Lead Bars;Lead bars, rods, profiles and wire;Barras e perfis de chumbo;f;1;1
7804;~X~157804;9;Lead Sheets;"lead plates, sheets, strip and foil; lead powders and flakes.";Chapas e placas de chumbo;f;1;1
7805;~X~157805;9;Lead Pipes;Lead tubes, pipes and fittings;Canos e tubos de chumbo;m;1;1
7806;~X~157806;9;Other Lead Products;other articles of lead.;Outros artefatos de chumbo;m;1;1
7901;~X~1579;7;Zinc;zinc and articles thereof;Zinco;m;0;1
7901;~X~157901;9;Raw Zinc;unwrought zinc.;Zinco bruto;m;0;1
7902;~X~157902;9;Scrap Waste;zinc waste and scrap.;Res¡duos de zinco;m;1;1
7903;~X~157903;9;Zinc Powder;zinc dust, powders and flakes.;P¢ e escamas de zinco;m;0;1
7904;~X~157904;9;Zinc Bars;zinc bars, rods, profiles and wire.;Barras e perfis de zinco;f;1;1
7905;~X~157905;9;Zinc Sheets;zinc plates, sheets, strip and foil.;Chapas e placas de zinco;f;1;1
7906;~X~157906;9;Zinc Pipes;Zinc tubes, pipes and tube or pipe fittings;Tubos de zinco;f;1;1
7907;~X~157907;9;Other Zinc Products;other articles of zinc.;Outros artefatos de zinco;m;1;1
8001;~X~1580;7;Tin;tin and articles thereof;Estanho;m;0;1
8001;~X~158001;9;Raw Tin;unwrought tin.;Estanho bruto;m;0;1
8002;~X~158002;9;Scrap Tin;tin waste and scrap.;Res¡duos de estanho;m;1;1
8003;~X~158003;9;Tin Bars;tin bars, rods, profiles and wire.;Barras e perfis de estanho;f;1;1
